spk	uid	orig_s	trim_s	ratio	mora	mora_per_s	cutoff_hz	band
cv_0255	common_voice_ja_36333322	3.276	1.707	0.521	0			
cv_0255	common_voice_ja_36333321	3.708	2.159	0.582	0			
cv_0255	common_voice_ja_36333326	2.556	1.683	0.658	0			
cv_0255	common_voice_ja_36333482	3.528	2.113	0.599	0			
cv_0255	common_voice_ja_36333349	3.528	2.125	0.602	0			
cv_0255	common_voice_ja_36333470	6.660	4.760	0.715	0			
cv_0256	common_voice_ja_39101570	2.988	2.566	0.859	0			
cv_0256	common_voice_ja_39101799	2.052	1.138	0.555	0			
cv_0256	common_voice_ja_39101552	2.196	0.755	0.344	0			
cv_0256	common_voice_ja_39101802	2.772	1.904	0.687	0			
cv_0256	common_voice_ja_39101711	2.484	1.451	0.584	0			
cv_0256	common_voice_ja_39101563	2.772	1.242	0.448	0			
cv_0256	common_voice_ja_39101774	2.556	1.196	0.468	0			
cv_0256	common_voice_ja_39101787	2.412	1.184	0.491	0			
cv_0256	common_voice_ja_39101781	2.988	1.057	0.354	0			
cv_0256	common_voice_ja_39101693	2.880	2.020	0.701	0			
cv_0256	common_voice_ja_39101691	2.016	0.848	0.421	0			
cv_0257	common_voice_ja_45157971	7.632	5.364	0.703	0			
cv_0257	common_voice_ja_45156406	3.312	1.927	0.582	0			
cv_0257	common_voice_ja_45158103	4.932	3.367	0.683	0			
cv_0257	common_voice_ja_45159221	3.492	2.554	0.731	0			
cv_0257	common_voice_ja_45158551	3.276	1.231	0.376	0			
cv_0257	common_voice_ja_45159079	3.672	2.438	0.664	0			
cv_0257	common_voice_ja_45156513	3.708	1.927	0.520	0			
cv_0257	common_voice_ja_45158250	3.276	2.380	0.726	0			
cv_0257	common_voice_ja_45158245	7.704	6.420	0.833	0			
cv_0257	common_voice_ja_45157305	5.076	2.844	0.560	0			
cv_0257	common_voice_ja_45156413	3.924	2.206	0.562	0			
cv_0257	common_voice_ja_45157315	5.076	2.891	0.570	0			
cv_0257	common_voice_ja_45159085	6.264	3.773	0.602	0			
cv_0258	common_voice_ja_38921032	7.956	6.281	0.789	0			
cv_0258	common_voice_ja_38921177	8.028	6.281	0.782	0			
cv_0258	common_voice_ja_38892159	3.456	3.367	0.974	0			
cv_0258	common_voice_ja_38921255	6.516	4.981	0.764	0			
cv_0258	common_voice_ja_38892179	3.528	3.065	0.869	0			
cv_0258	common_voice_ja_38892223	7.596	7.117	0.937	0			
cv_0258	common_voice_ja_38892156	3.096	2.659	0.859	0			
cv_0258	common_voice_ja_38921300	7.668	6.072	0.792	0			
cv_0258	common_voice_ja_38921657	7.668	6.211	0.810	0			
cv_0258	common_voice_ja_38921030	5.040	4.029	0.799	0			
cv_0258	common_voice_ja_38921131	6.300	4.609	0.732	0			
cv_0258	common_voice_ja_38892206	4.716	4.354	0.923	0			
cv_0258	common_voice_ja_38921541	2.808	2.148	0.765	0			
cv_0259	common_voice_ja_39006664	3.456	3.123	0.904	0			
cv_0259	common_voice_ja_39005682	6.156	4.586	0.745	0			
cv_0259	common_voice_ja_39005713	6.408	4.911	0.766	0			
cv_0259	common_voice_ja_39005057	6.876	1.474	0.214	0			
cv_0259	common_voice_ja_39005058	10.116	8.301	0.821	0			
cv_0259	common_voice_ja_39005881	5.256	5.074	0.965	0			
cv_0259	common_voice_ja_39006450	3.240	2.798	0.864	0			
cv_0259	common_voice_ja_39005714	4.428	3.646	0.823	0			
cv_0259	common_voice_ja_39006089	2.376	1.184	0.498	0			
cv_0259	common_voice_ja_39005884	2.628	2.496	0.950	0			
cv_0259	common_voice_ja_39005660	6.876	5.085	0.740	0			
cv_0259	common_voice_ja_39006132	8.928	8.499	0.952	0			
cv_0259	common_voice_ja_39006481	4.500	3.390	0.753	0			
cv_0260	common_voice_ja_36378076	6.552	4.412	0.673	0			
cv_0260	common_voice_ja_36378410	4.356	2.125	0.488	0			
cv_0260	common_voice_ja_36464377	5.724	3.843	0.671	0			
cv_0260	common_voice_ja_36378361	6.192	3.762	0.608	0			
cv_0260	common_voice_ja_36378362	9.072	7.454	0.822	0			
cv_0260	common_voice_ja_36378031	4.824	1.440	0.299	0			
cv_0260	common_voice_ja_36378077	4.752	3.495	0.735	0			
cv_0260	common_voice_ja_36378288	3.132	1.602	0.511	0			
cv_0260	common_voice_ja_36378034	4.572	1.625	0.355	0			
cv_0260	common_voice_ja_36378078	4.788	2.577	0.538	0			
cv_0260	common_voice_ja_36378296	3.672	2.206	0.601	0			
cv_0260	common_voice_ja_36378412	2.700	0.801	0.297	0			
cv_0260	common_voice_ja_36378108	6.732	4.876	0.724	0			
cv_0261	common_voice_ja_39171839	3.780	1.451	0.384	0			
cv_0261	common_voice_ja_39167810	3.456	1.091	0.316	0			
cv_0261	common_voice_ja_39171939	2.808	1.080	0.385	0			
cv_0261	common_voice_ja_39171843	2.988	0.592	0.198	0			
cv_0261	common_voice_ja_39171820	2.988	1.196	0.400	0			
cv_0261	common_voice_ja_39171247	2.448	0.964	0.394	0			
cv_0261	common_voice_ja_39171877	2.448	1.416	0.578	0			
cv_0261	common_voice_ja_39171894	6.156	4.574	0.743	0			
cv_0261	common_voice_ja_39171876	3.636	1.939	0.533	0			
cv_0261	common_voice_ja_39171941	4.536	3.367	0.742	0			
cv_0261	common_voice_ja_39171858	3.888	1.672	0.430	0			
cv_0261	common_voice_ja_39171401	2.700	0.662	0.245	0			
cv_0261	common_voice_ja_39169501	7.020	4.644	0.662	0			
cv_0262	common_voice_ja_42067172	3.492	1.834	0.525	0			
cv_0262	common_voice_ja_42067167	2.988	1.289	0.431	0			
cv_0262	common_voice_ja_42067229	3.744	0.952	0.254	0			
cv_0262	common_voice_ja_42067273	3.780	2.438	0.645	0			
cv_0262	common_voice_ja_42067271	2.196	0.731	0.333	0			
cv_0262	common_voice_ja_42067291	2.232	0.650	0.291	0			
cv_0262	common_voice_ja_42067220	3.312	2.055	0.620	0			
cv_0262	common_voice_ja_42067088	5.220	4.017	0.770	0			
cv_0262	common_voice_ja_42067086	6.408	4.992	0.779	0			
cv_0262	common_voice_ja_42067180	3.024	1.695	0.561	0			
cv_0262	common_voice_ja_42067227	3.492	2.299	0.658	0			
cv_0262	common_voice_ja_42067263	10.404	9.183	0.883	0			
cv_0262	common_voice_ja_42067262	5.760	4.412	0.766	0			
cv_0263	common_voice_ja_39539628	6.768	4.342	0.642	0			
cv_0263	common_voice_ja_39539192	4.428	2.276	0.514	0			
cv_0263	common_voice_ja_39539694	3.060	1.486	0.486	0			
cv_0263	common_voice_ja_39539393	5.688	3.216	0.565	0			
cv_0263	common_voice_ja_39539697	3.816	0.929	0.243	0			
cv_0263	common_voice_ja_39539387	3.708	1.533	0.413	0			
cv_0263	common_voice_ja_39539396	5.040	1.846	0.366	0			
cv_0263	common_voice_ja_39539560	4.176	2.241	0.537	0			
cv_0263	common_voice_ja_39539418	5.796	3.344	0.577	0			
cv_0263	common_voice_ja_39539329	8.280	5.503	0.665	0			
cv_0263	common_voice_ja_39539288	2.916	0.685	0.235	0			
cv_0263	common_voice_ja_39539588	5.436	3.704	0.681	0			
cv_0263	common_voice_ja_39539636	7.020	4.319	0.615	0			
cv_0264	common_voice_ja_39543106	4.356	3.053	0.701	0			
cv_0264	common_voice_ja_39543148	3.060	1.881	0.615	0			
cv_0264	common_voice_ja_39543490	6.516	5.468	0.839	0			
cv_0264	common_voice_ja_39543403	2.700	1.231	0.456	0			
cv_0264	common_voice_ja_39543333	4.068	2.543	0.625	0			
cv_0264	common_voice_ja_39543028	4.428	3.413	0.771	0			
cv_0264	common_voice_ja_39543184	3.168	1.974	0.623	0			
cv_0264	common_voice_ja_39543118	2.916	1.451	0.498	0			
cv_0264	common_voice_ja_39543029	9.936	8.638	0.869	0			
cv_0264	common_voice_ja_39543128	3.276	2.020	0.617	0			
cv_0264	common_voice_ja_39543081	5.580	4.807	0.861	0			
cv_0264	common_voice_ja_39543073	4.500	2.891	0.642	0			
cv_0264	common_voice_ja_39543083	3.816	2.902	0.760	0			
cv_0265	common_voice_ja_38851811	6.840	6.327	0.925	0			
cv_0265	common_voice_ja_38851993	6.840	6.049	0.884	0			
cv_0265	common_voice_ja_38851358	9.648	9.125	0.946	0			
cv_0265	common_voice_ja_38851854	6.588	5.770	0.876	0			
cv_0265	common_voice_ja_38851151	2.268	1.440	0.635	0			
cv_0265	common_voice_ja_38851723	5.148	4.214	0.819	0			
cv_0265	common_voice_ja_38851240	7.668	6.803	0.887	0			
cv_0265	common_voice_ja_38851165	8.496	7.326	0.862	0			
cv_0265	common_voice_ja_38851438	8.136	7.962	0.979	0			
cv_0265	common_voice_ja_38851243	7.236	6.641	0.918	0			
cv_0265	common_voice_ja_38852308	7.668	6.653	0.868	0			
cv_0265	common_voice_ja_38852257	9.288	8.231	0.886	0			
cv_0265	common_voice_ja_38851241	7.740	6.629	0.856	0			
cv_0266	common_voice_ja_35256021	8.136	5.991	0.736	0			
cv_0266	common_voice_ja_35256026	7.056	4.447	0.630	0			
cv_0266	common_voice_ja_35256028	3.996	1.614	0.404	0			
cv_0266	common_voice_ja_35294086	7.020	5.561	0.792	0			
cv_0266	common_voice_ja_35319770	5.148	3.529	0.686	0			
cv_0266	common_voice_ja_36477372	5.256	4.644	0.884	0			
cv_0266	common_voice_ja_35294104	4.176	3.704	0.887	0			
cv_0266	common_voice_ja_36477358	3.996	2.496	0.625	0			
cv_0266	common_voice_ja_36477367	3.168	2.705	0.854	0			
cv_0266	common_voice_ja_35294082	2.808	1.428	0.509	0			
cv_0266	common_voice_ja_35294081	4.896	4.412	0.901	0			
cv_0266	common_voice_ja_36477355	3.636	3.193	0.878	0			
cv_0266	common_voice_ja_35294116	3.636	1.521	0.418	0			
cv_0267	common_voice_ja_41985783	6.696	4.969	0.742	0			
cv_0267	common_voice_ja_41985893	2.376	1.300	0.547	0			
cv_0267	common_voice_ja_41985863	2.160	0.975	0.451	0			
cv_0267	common_voice_ja_41985784	3.096	2.295	0.741	0			
cv_0267	common_voice_ja_41985793	3.060	1.811	0.592	0			
cv_0267	common_voice_ja_41985812	3.168	1.788	0.564	0			
cv_0267	common_voice_ja_41985806	2.088	1.138	0.545	0			
cv_0267	common_voice_ja_41985854	3.528	2.415	0.685	0			
cv_0267	common_voice_ja_41985835	5.076	4.052	0.798	0			
cv_0267	common_voice_ja_41985849	2.088	0.766	0.367	0			
cv_0267	common_voice_ja_41985871	2.376	1.161	0.489	0			
cv_0267	common_voice_ja_41985895	1.620	0.592	0.365	0			
cv_0267	common_voice_ja_41985795	2.016	0.964	0.478	0			
cv_0268	common_voice_ja_45149343	2.160	1.277	0.591	0			
cv_0268	common_voice_ja_45149213	4.032	2.844	0.705	0			
cv_0268	common_voice_ja_45150564	3.132	1.753	0.560	0			
cv_0268	common_voice_ja_45149642	5.328	3.738	0.702	0			
cv_0268	common_voice_ja_45149726	3.024	2.218	0.733	0			
cv_0268	common_voice_ja_45149351	2.664	1.591	0.597	0			
cv_0268	common_voice_ja_45150565	5.652	4.168	0.737	0			
cv_0268	common_voice_ja_45150452	1.908	0.778	0.408	0			
cv_0268	common_voice_ja_45149293	3.024	1.892	0.626	0			
cv_0268	common_voice_ja_45149637	2.520	1.393	0.553	0			
cv_0268	common_voice_ja_45150397	2.844	1.823	0.641	0			
cv_0268	common_voice_ja_45149217	3.924	3.030	0.772	0			
cv_0268	common_voice_ja_45149522	4.860	4.180	0.860	0			
cv_0269	common_voice_ja_41766590	3.600	1.451	0.403	0			
cv_0269	common_voice_ja_41766315	6.408	3.843	0.600	0			
cv_0269	common_voice_ja_41766996	3.960	1.219	0.308	0			
cv_0269	common_voice_ja_41768335	3.636	1.591	0.438	0			
cv_0269	common_voice_ja_41767837	3.060	0.975	0.319	0			
cv_0269	common_voice_ja_41767528	3.960	1.509	0.381	0			
cv_0269	common_voice_ja_41766819	6.228	4.319	0.693	0			
cv_0269	common_voice_ja_41767531	7.128	5.132	0.720	0			
cv_0269	common_voice_ja_41766557	2.700	1.149	0.426	0			
cv_0269	common_voice_ja_41765860	5.328	2.194	0.412	0			
cv_0269	common_voice_ja_41765968	5.220	2.113	0.405	0			
cv_0269	common_voice_ja_41766973	3.780	1.672	0.442	0			
cv_0270	common_voice_ja_44523928	6.444	5.422	0.841	0			
cv_0270	common_voice_ja_44510155	5.580	4.899	0.878	0			
cv_0270	common_voice_ja_44509373	4.356	3.286	0.754	0			
cv_0270	common_voice_ja_44523722	8.748	7.755	0.886	0			
cv_0270	common_voice_ja_44523724	5.292	4.818	0.910	0			
cv_0270	common_voice_ja_44509841	4.428	3.947	0.891	0			
cv_0270	common_voice_ja_44523929	5.256	4.760	0.906	0			
cv_0270	common_voice_ja_44509874	3.348	2.775	0.829	0			
cv_0270	common_voice_ja_44509370	4.644	4.040	0.870	0			
cv_0270	common_voice_ja_44509464	3.420	2.357	0.689	0			
cv_0270	common_voice_ja_44485027	5.940	5.387	0.907	0			
cv_0270	common_voice_ja_44509876	5.184	4.702	0.907	0			
cv_0270	common_voice_ja_44484164	7.812	6.629	0.849	0			
cv_0271	common_voice_ja_38833597	10.008	8.870	0.886	0			
cv_0271	common_voice_ja_38833609	10.116	8.835	0.873	0			
cv_0271	common_voice_ja_38833712	9.468	7.988	0.844	0			
cv_0271	common_voice_ja_38833757	9.216	7.883	0.855	0			
cv_0271	common_voice_ja_38833634	9.576	8.092	0.845	0			
cv_0271	common_voice_ja_38833636	9.468	8.197	0.866	0			
cv_0271	common_voice_ja_38833615	9.360	7.732	0.826	0			
cv_0271	common_voice_ja_38833532	5.400	3.320	0.615	0			
cv_0271	common_voice_ja_38833726	9.036	7.721	0.854	0			
cv_0271	common_voice_ja_38833755	9.828	7.697	0.783	0			
cv_0271	common_voice_ja_38833563	8.316	7.198	0.866	0			
cv_0271	common_voice_ja_38833587	9.180	7.546	0.822	0			
cv_0271	common_voice_ja_38833608	9.936	8.336	0.839	0			
cv_0272	common_voice_ja_45124529	11.628	11.180	0.961	0			
cv_0272	common_voice_ja_45124916	3.420	3.053	0.893	0			
cv_0272	common_voice_ja_45125194	5.616	5.236	0.932	0			
cv_0272	common_voice_ja_45124654	4.356	4.180	0.960	0			
cv_0272	common_voice_ja_45124652	4.320	3.901	0.903	0			
cv_0272	common_voice_ja_45124527	2.988	2.589	0.866	0			
cv_0272	common_voice_ja_45125087	4.860	4.563	0.939	0			
cv_0272	common_voice_ja_45125192	5.580	5.190	0.930	0			
cv_0272	common_voice_ja_45124603	2.700	2.589	0.959	0			
cv_0272	common_voice_ja_45125005	2.880	2.485	0.863	0			
cv_0272	common_voice_ja_45124612	5.616	5.352	0.953	0			
cv_0272	common_voice_ja_45124506	2.700	2.322	0.860	0			
cv_0272	common_voice_ja_45125081	3.996	3.135	0.785	0			
cv_0273	common_voice_ja_36284080	6.192	4.261	0.688	0			
cv_0273	common_voice_ja_36284190	3.348	1.939	0.579	0			
cv_0273	common_voice_ja_36283903	3.600	1.741	0.484	0			
cv_0273	common_voice_ja_36283943	5.904	4.586	0.777	0			
cv_0273	common_voice_ja_36283978	9.108	7.465	0.820	0			
cv_0273	common_voice_ja_36284173	4.968	3.541	0.713	0			
cv_0273	common_voice_ja_36283998	4.320	2.844	0.658	0			
cv_0273	common_voice_ja_36284133	5.724	4.458	0.779	0			
cv_0273	common_voice_ja_36284213	6.336	4.830	0.762	0			
cv_0273	common_voice_ja_36284204	5.976	4.389	0.734	0			
cv_0273	common_voice_ja_36283949	4.968	3.007	0.605	0			
cv_0273	common_voice_ja_36284241	3.888	2.531	0.651	0			
cv_0273	common_voice_ja_36284063	2.772	1.625	0.586	0			
cv_0274	common_voice_ja_36324302	9.936	7.825	0.788	0			
cv_0274	common_voice_ja_36323528	3.960	1.869	0.472	0			
cv_0274	common_voice_ja_36323813	3.888	2.519	0.648	0			
cv_0274	common_voice_ja_36324146	7.560	5.526	0.731	0			
cv_0274	common_voice_ja_36323895	8.820	7.732	0.877	0			
cv_0274	common_voice_ja_36323962	6.408	4.354	0.679	0			
cv_0274	common_voice_ja_36323487	5.940	3.518	0.592	0			
cv_0274	common_voice_ja_36323853	6.228	4.400	0.706	0			
cv_0274	common_voice_ja_36324249	5.796	3.320	0.573	0			
cv_0274	common_voice_ja_36324178	5.400	3.077	0.570	0			
cv_0274	common_voice_ja_36324111	2.556	1.637	0.640	0			
cv_0274	common_voice_ja_36323828	4.608	2.879	0.625	0			
cv_0274	common_voice_ja_36324287	3.348	1.161	0.347	0			
cv_0275	common_voice_ja_36335662	3.060	1.916	0.626	0			
cv_0275	common_voice_ja_36336255	8.856	7.616	0.860	0			
cv_0275	common_voice_ja_36335821	3.708	2.624	0.708	0			
cv_0275	common_voice_ja_36336076	5.400	3.750	0.694	0			
cv_0275	common_voice_ja_36336185	4.608	3.704	0.804	0			
cv_0275	common_voice_ja_36335974	5.760	4.644	0.806	0			
cv_0275	common_voice_ja_36336351	9.576	8.510	0.889	0			
cv_0275	common_voice_ja_36336128	4.248	2.589	0.609	0			
cv_0275	common_voice_ja_36336317	3.960	3.065	0.774	0			
cv_0275	common_voice_ja_36335651	4.896	1.962	0.401	0			
cv_0275	common_voice_ja_36336124	3.960	3.204	0.809	0			
cv_0275	common_voice_ja_36336188	5.616	5.050	0.899	0			
cv_0275	common_voice_ja_36335945	5.148	3.936	0.765	0			
cv_0276	common_voice_ja_36154899	3.060	1.567	0.512	0			
cv_0276	common_voice_ja_36154186	4.140	2.159	0.521	0			
cv_0276	common_voice_ja_36155830	7.200	5.480	0.761	0			
cv_0276	common_voice_ja_36156177	9.756	8.487	0.870	0			
cv_0276	common_voice_ja_36155867	3.456	2.357	0.682	0			
cv_0276	common_voice_ja_36155721	3.780	2.241	0.593	0			
cv_0276	common_voice_ja_36154675	2.916	1.231	0.422	0			
cv_0276	common_voice_ja_36155863	4.068	2.473	0.608	0			
cv_0276	common_voice_ja_36153731	3.240	1.196	0.369	0			
cv_0276	common_voice_ja_36155975	3.168	1.463	0.462	0			
cv_0276	common_voice_ja_36155894	3.168	1.695	0.535	0			
cv_0276	common_voice_ja_36155374	2.916	1.451	0.498	0			
cv_0276	common_voice_ja_36156174	6.228	4.748	0.762	0			
cv_0277	common_voice_ja_36364127	3.420	2.659	0.777	0			
cv_0277	common_voice_ja_36363430	2.448	2.020	0.825	0			
cv_0277	common_voice_ja_36363708	2.880	2.392	0.831	0			
cv_0277	common_voice_ja_36363573	4.320	3.820	0.884	0			
cv_0277	common_voice_ja_36363284	3.708	3.228	0.871	0			
cv_0277	common_voice_ja_36362499	6.156	5.236	0.851	0			
cv_0277	common_voice_ja_36363289	7.020	6.536	0.931	0			
cv_0277	common_voice_ja_36364128	2.916	1.962	0.673	0			
cv_0277	common_voice_ja_36361499	4.140	3.351	0.809	0			
cv_0277	common_voice_ja_36364058	2.808	2.136	0.761	0			
cv_0277	common_voice_ja_36364595	2.916	2.426	0.832	0			
cv_0277	common_voice_ja_36363705	2.988	2.496	0.835	0			
cv_0277	common_voice_ja_36362617	3.816	3.367	0.882	0			
cv_0278	common_voice_ja_44939977	5.040	3.471	0.689	0			
cv_0278	common_voice_ja_44941224	3.708	2.125	0.573	0			
cv_0278	common_voice_ja_44941599	3.816	2.345	0.615	0			
cv_0278	common_voice_ja_44942028	4.500	3.611	0.802	0			
cv_0278	common_voice_ja_45175418	2.844	1.103	0.388	0			
cv_0278	common_voice_ja_44958104	4.284	2.194	0.512	0			
cv_0278	common_voice_ja_44941656	5.580	4.098	0.734	0			
cv_0278	common_voice_ja_44941605	2.700	1.312	0.486	0			
cv_0278	common_voice_ja_44941293	6.300	4.656	0.739	0			
cv_0278	common_voice_ja_44942103	5.904	4.783	0.810	0			
cv_0278	common_voice_ja_44941391	8.496	7.024	0.827	0			
cv_0278	common_voice_ja_44941296	5.328	3.100	0.582	0			
cv_0279	common_voice_ja_45040010	3.924	2.647	0.675	0			
cv_0279	common_voice_ja_45137050	3.204	2.368	0.739	0			
cv_0279	common_voice_ja_44996246	3.204	2.252	0.703	0			
cv_0279	common_voice_ja_44993804	10.476	9.601	0.916	0			
cv_0279	common_voice_ja_45136873	5.724	4.365	0.763	0			
cv_0279	common_voice_ja_44996137	6.192	5.178	0.836	0			
cv_0279	common_voice_ja_45125246	2.376	1.463	0.616	0			
cv_0279	common_voice_ja_44996241	5.868	4.319	0.736	0			
cv_0279	common_voice_ja_45055344	5.724	4.029	0.704	0			
cv_0279	common_voice_ja_45055293	5.040	3.495	0.693	0			
cv_0279	common_voice_ja_45055270	4.104	2.844	0.693	0			
cv_0279	common_voice_ja_45137042	2.844	1.904	0.669	0			
cv_0279	common_voice_ja_44999523	6.588	5.387	0.818	0			
cv_0280	common_voice_ja_45155766	1.620	0.824	0.509	0			
cv_0280	common_voice_ja_45154003	3.960	3.274	0.827	0			
cv_0280	common_voice_ja_45121068	2.016	1.614	0.801	0			
cv_0280	common_voice_ja_45154860	2.160	1.138	0.527	0			
cv_0280	common_voice_ja_45154750	2.808	2.531	0.901	0			
cv_0280	common_voice_ja_45154101	2.988	1.939	0.649	0			
cv_0280	common_voice_ja_45121317	4.536	3.715	0.819	0			
cv_0280	common_voice_ja_45121070	3.096	2.612	0.844	0			
cv_0280	common_voice_ja_45154307	2.196	2.125	0.968	0			
cv_0280	common_voice_ja_45154666	3.060	2.810	0.918	0			
cv_0280	common_voice_ja_45153999	7.020	5.828	0.830	0			
cv_0280	common_voice_ja_45154856	2.016	1.010	0.501	0			
cv_0280	common_voice_ja_45154854	4.248	3.622	0.853	0			
cv_0281	common_voice_ja_36361052	2.376	1.231	0.518	0			
cv_0281	common_voice_ja_36361511	2.268	1.324	0.584	0			
cv_0281	common_voice_ja_36361593	2.160	1.103	0.511	0			
cv_0281	common_voice_ja_36361310	2.376	1.800	0.758	0			
cv_0281	common_voice_ja_36361672	2.340	1.184	0.506	0			
cv_0281	common_voice_ja_36361118	2.736	1.672	0.611	0			
cv_0281	common_voice_ja_36361997	2.088	1.115	0.534	0			
cv_0281	common_voice_ja_36361305	3.096	1.916	0.619	0			
cv_0281	common_voice_ja_36361597	3.456	2.276	0.659	0			
cv_0281	common_voice_ja_36361121	2.808	1.846	0.657	0			
cv_0281	common_voice_ja_36361056	7.920	7.105	0.897	0			
cv_0281	common_voice_ja_36361182	3.600	2.136	0.593	0			
cv_0281	common_voice_ja_36362003	4.500	2.984	0.663	0			
cv_0282	common_voice_ja_45091714	3.852	3.309	0.859	0			
cv_0282	common_voice_ja_45076743	4.356	3.007	0.690	0			
cv_0282	common_voice_ja_45003328	5.976	3.971	0.664	0			
cv_0282	common_voice_ja_45003115	5.364	4.087	0.762	0			
cv_0282	common_voice_ja_45091587	3.708	2.345	0.632	0			
cv_0282	common_voice_ja_45091499	8.748	7.233	0.827	0			
cv_0282	common_voice_ja_45091620	3.672	1.231	0.335	0			
cv_0282	common_voice_ja_45003379	5.076	3.634	0.716	0			
cv_0282	common_voice_ja_45091658	6.192	4.284	0.692	0			
cv_0282	common_voice_ja_45091558	2.376	1.440	0.606	0			
cv_0282	common_voice_ja_45091555	4.356	2.879	0.661	0			
cv_0282	common_voice_ja_45076746	5.544	4.029	0.727	0			
cv_0282	common_voice_ja_45076770	3.708	1.858	0.501	0			
cv_0283	common_voice_ja_38835979	7.596	6.281	0.827	0			
cv_0283	common_voice_ja_38834898	3.096	1.707	0.551	0			
cv_0283	common_voice_ja_38835025	5.940	4.447	0.749	0			
cv_0283	common_voice_ja_38836004	3.996	2.705	0.677	0			
cv_0283	common_voice_ja_38834954	4.248	2.868	0.675	0			
cv_0283	common_voice_ja_38834962	5.328	4.005	0.752	0			
cv_0283	common_voice_ja_38834878	3.636	1.730	0.476	0			
cv_0283	common_voice_ja_38835878	7.308	5.898	0.807	0			
cv_0283	common_voice_ja_38835879	5.616	4.656	0.829	0			
cv_0283	common_voice_ja_38834640	9.324	8.510	0.913	0			
cv_0283	common_voice_ja_38835848	5.796	4.261	0.735	0			
cv_0283	common_voice_ja_38835018	5.976	4.389	0.734	0			
cv_0283	common_voice_ja_38835847	3.456	1.521	0.440	0			
cv_0284	common_voice_ja_37386027	3.888	1.614	0.415	0			
cv_0284	common_voice_ja_37386029	8.280	6.374	0.770	0			
cv_0284	common_voice_ja_37386049	3.528	1.567	0.444	0			
cv_0284	common_voice_ja_37386051	10.296	8.440	0.820	0			
cv_0284	common_voice_ja_37385965	9.828	7.605	0.774	0			
cv_0284	common_voice_ja_37385950	10.260	8.824	0.860	0			
cv_0284	common_voice_ja_37386048	3.636	1.625	0.447	0			
cv_0284	common_voice_ja_37386031	9.936	8.568	0.862	0			
cv_0284	common_voice_ja_37386011	9.036	7.349	0.813	0			
cv_0284	common_voice_ja_37386106	10.368	9.021	0.870	0			
cv_0284	common_voice_ja_37385992	10.548	8.870	0.841	0			
cv_0284	common_voice_ja_37385907	8.460	6.560	0.775	0			
cv_0284	common_voice_ja_37385856	4.680	2.113	0.451	0			
cv_0285	common_voice_ja_36365722	7.200	6.165	0.856	0			
cv_0285	common_voice_ja_36364391	3.780	3.320	0.878	0			
